sentence,type,pronoun,preferred
Jennifer repaired a convertible. Its rear mirror was dirty.,negation,1,1
Jennifer didn't repair a convertible. Its rear mirror was dirty.,negation,1,0
Linda repaired a convertible. The convertible made squeaky noises.,negation,0,1
Linda didn't repair a convertible. The convertible made squeaky noises.,negation,0,0
Linda repaired a convertible. It made squeaky noises.,negation,1,1
Linda didn't repair a convertible. It made squeaky noises.,negation,1,0
Thomas ruined a convertible. The convertible was blue.,negation,0,1
Thomas didn't ruin a convertible. The convertible was blue.,negation,0,0
Thomas ruined a convertible. It was blue.,negation,1,1
Thomas didn't ruin a convertible. It was blue.,negation,1,0
Joseph ruined a convertible. The convertible was fast.,negation,0,1
Joseph didn't ruin a convertible. The convertible was fast.,negation,0,0
Joseph ruined a convertible. It was fast.,negation,1,1
Joseph didn't ruin a convertible. It was fast.,negation,1,0
Thomas ruined a convertible. The convertible was slow.,negation,0,1
Thomas didn't ruin a convertible. The convertible was slow.,negation,0,0
Thomas ruined a convertible. It was slow.,negation,1,1
Thomas didn't ruin a convertible. It was slow.,negation,1,0
Chris ruined a convertible. The convertible was eco-friendly.,negation,0,1
Chris didn't ruin a convertible. The convertible was eco-friendly.,negation,0,0
Chris ruined a convertible. It was eco-friendly.,negation,1,1
Chris didn't ruin a convertible. It was eco-friendly.,negation,1,0
Michael ruined a convertible. The convertible was expensive.,negation,0,1
Michael didn't ruin a convertible. The convertible was expensive.,negation,0,0
Michael ruined a convertible. It was expensive.,negation,1,1
Michael didn't ruin a convertible. It was expensive.,negation,1,0
Bob ruined a convertible. The convertible had a flat tire.,negation,0,1
Bob didn't ruin a convertible. The convertible had a flat tire.,negation,0,0
Bob ruined a convertible. It had a flat tire.,negation,1,1
Bob didn't ruin a convertible. It had a flat tire.,negation,1,0
Thomas ruined a convertible. The convertible could seat multiple people.,negation,0,1
Thomas didn't ruin a convertible. The convertible could seat multiple people.,negation,0,0
Thomas ruined a convertible. It could seat multiple people.,negation,1,1
Thomas didn't ruin a convertible. It could seat multiple people.,negation,1,0
Sarah ruined a convertible. The convertible required a special cable.,negation,0,1
Sarah didn't ruin a convertible. The convertible required a special cable.,negation,0,0
Sarah ruined a convertible. It required a special cable.,negation,1,1
Sarah didn't ruin a convertible. It required a special cable.,negation,1,0
Jennifer ruined a convertible. The convertible's rear mirror was dirty.,negation,0,1
Jennifer didn't ruin a convertible. The convertible's rear mirror was dirty.,negation,0,0
Jennifer ruined a convertible. Its rear mirror was dirty.,negation,1,1
Jennifer didn't ruin a convertible. Its rear mirror was dirty.,negation,1,0
Richard ruined a convertible. The convertible made squeaky noises.,negation,0,1
Richard didn't ruin a convertible. The convertible made squeaky noises.,negation,0,0
Richard ruined a convertible. It made squeaky noises.,negation,1,1
Richard didn't ruin a convertible. It made squeaky noises.,negation,1,0
Bob bought an oldtimer. The oldtimer was blue.,negation,0,1
Bob didn't buy an oldtimer. The oldtimer was blue.,negation,0,0
Bob bought an oldtimer. It was blue.,negation,1,1
Bob didn't buy an oldtimer. It was blue.,negation,1,0
Jessica bought an oldtimer. The oldtimer was fast.,negation,0,1
Jessica didn't buy an oldtimer. The oldtimer was fast.,negation,0,0
Jessica bought an oldtimer. It was fast.,negation,1,1
Jessica didn't buy an oldtimer. It was fast.,negation,1,0
Sarah bought an oldtimer. The oldtimer was slow.,negation,0,1
Sarah didn't buy an oldtimer. The oldtimer was slow.,negation,0,0
Sarah bought an oldtimer. It was slow.,negation,1,1
Sarah didn't buy an oldtimer. It was slow.,negation,1,0
Elizabeth bought an oldtimer. The oldtimer was eco-friendly.,negation,0,1
Elizabeth didn't buy an oldtimer. The oldtimer was eco-friendly.,negation,0,0
Elizabeth bought an oldtimer. It was eco-friendly.,negation,1,1
Elizabeth didn't buy an oldtimer. It was eco-friendly.,negation,1,0
Richard bought an oldtimer. The oldtimer was expensive.,negation,0,1
Richard didn't buy an oldtimer. The oldtimer was expensive.,negation,0,0
Richard bought an oldtimer. It was expensive.,negation,1,1
Richard didn't buy an oldtimer. It was expensive.,negation,1,0
Mary bought an oldtimer. The oldtimer had a flat tire.,negation,0,1
Mary didn't buy an oldtimer. The oldtimer had a flat tire.,negation,0,0
Mary bought an oldtimer. It had a flat tire.,negation,1,1
Mary didn't buy an oldtimer. It had a flat tire.,negation,1,0
John bought an oldtimer. The oldtimer could seat multiple people.,negation,0,1
John didn't buy an oldtimer. The oldtimer could seat multiple people.,negation,0,0
John bought an oldtimer. It could seat multiple people.,negation,1,1
John didn't buy an oldtimer. It could seat multiple people.,negation,1,0
Susan bought an oldtimer. The oldtimer required a special cable.,negation,0,1
Susan didn't buy an oldtimer. The oldtimer required a special cable.,negation,0,0
Susan bought an oldtimer. It required a special cable.,negation,1,1
Susan didn't buy an oldtimer. It required a special cable.,negation,1,0
Nancy bought an oldtimer. The oldtimer's rear mirror was dirty.,negation,0,1
Nancy didn't buy an oldtimer. The oldtimer's rear mirror was dirty.,negation,0,0
Nancy bought an oldtimer. Its rear mirror was dirty.,negation,1,1
Nancy didn't buy an oldtimer. Its rear mirror was dirty.,negation,1,0
Linda bought an oldtimer. The oldtimer made squeaky noises.,negation,0,1
Linda didn't buy an oldtimer. The oldtimer made squeaky noises.,negation,0,0
Linda bought an oldtimer. It made squeaky noises.,negation,1,1
Linda didn't buy an oldtimer. It made squeaky noises.,negation,1,0
Barbara rented an oldtimer. The oldtimer was blue.,negation,0,1
Barbara didn't rent an oldtimer. The oldtimer was blue.,negation,0,0
Barbara rented an oldtimer. It was blue.,negation,1,1
Barbara didn't rent an oldtimer. It was blue.,negation,1,0
Barbara rented an oldtimer. The oldtimer was fast.,negation,0,1
Barbara didn't rent an oldtimer. The oldtimer was fast.,negation,0,0
Barbara rented an oldtimer. It was fast.,negation,1,1
Barbara didn't rent an oldtimer. It was fast.,negation,1,0
Karen rented an oldtimer. The oldtimer was slow.,negation,0,1
Karen didn't rent an oldtimer. The oldtimer was slow.,negation,0,0
Karen rented an oldtimer. It was slow.,negation,1,1
Karen didn't rent an oldtimer. It was slow.,negation,1,0
Linda rented an oldtimer. The oldtimer was eco-friendly.,negation,0,1
Linda didn't rent an oldtimer. The oldtimer was eco-friendly.,negation,0,0
Linda rented an oldtimer. It was eco-friendly.,negation,1,1
Linda didn't rent an oldtimer. It was eco-friendly.,negation,1,0
John rented an oldtimer. The oldtimer was expensive.,negation,0,1
John didn't rent an oldtimer. The oldtimer was expensive.,negation,0,0
John rented an oldtimer. It was expensive.,negation,1,1
John didn't rent an oldtimer. It was expensive.,negation,1,0
Thomas rented an oldtimer. The oldtimer had a flat tire.,negation,0,1
Thomas didn't rent an oldtimer. The oldtimer had a flat tire.,negation,0,0
Thomas rented an oldtimer. It had a flat tire.,negation,1,1
Thomas didn't rent an oldtimer. It had a flat tire.,negation,1,0
Nancy rented an oldtimer. The oldtimer could seat multiple people.,negation,0,1
Nancy didn't rent an oldtimer. The oldtimer could seat multiple people.,negation,0,0
Nancy rented an oldtimer. It could seat multiple people.,negation,1,1
Nancy didn't rent an oldtimer. It could seat multiple people.,negation,1,0
Elizabeth rented an oldtimer. The oldtimer required a special cable.,negation,0,1
Elizabeth didn't rent an oldtimer. The oldtimer required a special cable.,negation,0,0
Elizabeth rented an oldtimer. It required a special cable.,negation,1,1
Elizabeth didn't rent an oldtimer. It required a special cable.,negation,1,0
Bob rented an oldtimer. The oldtimer's rear mirror was dirty.,negation,0,1
Bob didn't rent an oldtimer. The oldtimer's rear mirror was dirty.,negation,0,0
Bob rented an oldtimer. Its rear mirror was dirty.,negation,1,1
Bob didn't rent an oldtimer. Its rear mirror was dirty.,negation,1,0
Bob rented an oldtimer. The oldtimer made squeaky noises.,negation,0,1
Bob didn't rent an oldtimer. The oldtimer made squeaky noises.,negation,0,0
Bob rented an oldtimer. It made squeaky noises.,negation,1,1
Bob didn't rent an oldtimer. It made squeaky noises.,negation,1,0
Michael fixed an oldtimer. The oldtimer was blue.,negation,0,1
Michael didn't fix an oldtimer. The oldtimer was blue.,negation,0,0
Michael fixed an oldtimer. It was blue.,negation,1,1
Michael didn't fix an oldtimer. It was blue.,negation,1,0
Susan fixed an oldtimer. The oldtimer was fast.,negation,0,1
Susan didn't fix an oldtimer. The oldtimer was fast.,negation,0,0
Susan fixed an oldtimer. It was fast.,negation,1,1
Susan didn't fix an oldtimer. It was fast.,negation,1,0
Bill fixed an oldtimer. The oldtimer was slow.,negation,0,1
Bill didn't fix an oldtimer. The oldtimer was slow.,negation,0,0
Bill fixed an oldtimer. It was slow.,negation,1,1
Bill didn't fix an oldtimer. It was slow.,negation,1,0
Chris fixed an oldtimer. The oldtimer was eco-friendly.,negation,0,1
Chris didn't fix an oldtimer. The oldtimer was eco-friendly.,negation,0,0
Chris fixed an oldtimer. It was eco-friendly.,negation,1,1
Chris didn't fix an oldtimer. It was eco-friendly.,negation,1,0
Linda fixed an oldtimer. The oldtimer was expensive.,negation,0,1
Linda didn't fix an oldtimer. The oldtimer was expensive.,negation,0,0
Linda fixed an oldtimer. It was expensive.,negation,1,1
Linda didn't fix an oldtimer. It was expensive.,negation,1,0
Nancy fixed an oldtimer. The oldtimer had a flat tire.,negation,0,1
Nancy didn't fix an oldtimer. The oldtimer had a flat tire.,negation,0,0
Nancy fixed an oldtimer. It had a flat tire.,negation,1,1
Nancy didn't fix an oldtimer. It had a flat tire.,negation,1,0
Karen fixed an oldtimer. The oldtimer could seat multiple people.,negation,0,1
Karen didn't fix an oldtimer. The oldtimer could seat multiple people.,negation,0,0
Karen fixed an oldtimer. It could seat multiple people.,negation,1,1
Karen didn't fix an oldtimer. It could seat multiple people.,negation,1,0
Susan fixed an oldtimer. The oldtimer required a special cable.,negation,0,1
Susan didn't fix an oldtimer. The oldtimer required a special cable.,negation,0,0
